"P85","Torr por metro.","Unidad de la presión dividida por la unidad de base metros."
"P86","Psi por pulgada","Unidad de compuesto para la presión (libra de fuerza de acuerdo con el sistema de la unidad angloamericana dividida por la potencia de la unidad de pulgada de acuerdo con el sistema angloamericano e Imperial de unidades con el exponente 2) dividido por la"
"35","Milimetro por un segundo centimetro cuadrado",
"P87","Metro cubico por segundo de metro cuadrado","Unidad de volumen de flujo metros cúbicos por segundo relacionado con la superficie de transmisión en metros cuadrados."
"OPM","Oscilaciones por minuto","número de variaciones, perturbaciones o fluctuación en el tiempo de un medio o sistema"
"KNM","Kolonewton por metro cuadrado",
"Q35","Megawatts por minuto","Unidad de potencia que define la cantidad total de energía mayor transferida o consumida en un minuto."
"10","Group","Una unidad de conteo que define el número de grupos (grupo: conjunto de elementos clasificados juntos)."
"11","Aquipar"," Unidad de recuento que define el número de equipos (equipo: un conjunto completo de equipo / materiales / objetos utilizados para un propósito específico)."
"13","Ración","Una unidad de recuento para definir el número de raciones (ración: una sola porción de las disposiciones)."
"14","Shot","Unidad de medida para liquidos."
"15","Palo, medida militar.","Unidad para el momento de rotación relacionado con la longitud según el sistema de unidades Anglo-Americanas e Imperial."
"20"," contenedores de veinte pies"," Unidad de conteo que define el número de contenedores de transporte que miden 20 pies de longitud."
"21"," contenedor de cuarenta pies"," Unidad de conteo que define el número de contenedores de transporte que miden 40 pies de longitud."
"24","Libra teórica"," Unidad de masa que define la masa esperada de material expresado como el número de libras."
"27","Tonelada teórica","Unidad de masa que define la masa esperada de material, expresada como el número de toneladas."
"38","Onzas por pie cuadrado por 0,01 pulgadas",
"56","Sitas"," Unidad de área de placa de estaño igual a un área de superficie de 100 metros cuadrados."
"57","Malla","Una unidad de recuento de definir el número de hebras por pulgada como una medida de la finura de un producto tejido."
"58"," kilogramo neto","Unidad de masa que define el número total de kilogramos después de las deducciones."
"59"," parte por millón"," Una unidad de proporción igual a 10⁻⁶."
"60"," por ciento en peso","Una unidad de proporción igual a 10⁻²."
"61","Parte por mil millones (us)","Una unidad de proporción igual a 10⁻⁹."
"1I"," tipo de interés fijo"," Unidad de cantidad expresada como una tasa predeterminada o conjunto para el uso de una instalación o servicio."
"2G","Volts ca"," Una unidad de potencial eléctrico en relación a la corriente alterna (AC)."
"2H","Volt dc","Unidad de potencial eléctrico en relación con corriente directa (DC)."
"2P","Kilobyte"," Unidad de información igual a 10 ³  (1000) bytes."
"3C","Manmonth","Unidad de cuenta que define el número de meses que una persona o personas pueden desempeñar alguna actividad."
"4L","Megabyte","Unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s."
"5B","Batch","Unidad de conteo que define el número de lotes (lote: cantidad de material producido en una operación o número de animales o personas que vienen a la vez)."
"5E","Mmscf/day","Unidad de volumen equivalente a un millón (1,000,000) pies cúbicos de gas por día."
"5J","Caballos de potencia hidráulica","Unidad de potencia de la definición de los caballos de potencia hidráulica suministrada por una bomba de fluido dependiendo de la viscosidad del fluido."
"A43","Tonelaje de peso muerto","Unidad de masa que define la diferencia entre el peso de un barco cuando está completamente vacío y su peso cuando está completamente cargado, expresado como el número de toneladas."
"A47","Decitex","Unidad de densidad de hilo. Un decitex es igual a una masa de 1 gramo por 10 kilómetros de longitud."
"A49","Negador","Unidad de densidad de hilo. Una denier es igual a una masa de 1 gramo por 9 kilómetros de longitud."
"A59","La cobertura de nubes 8-parte","Unidad de recuento para definir el número de octavos de partes como una medida de la cobertura de nubes de la ccúpula celeste. 

'Sinónimo: OKTA,, OCTA"
"A75","Tonelada de carga","Unidad de información que normalmente se utiliza para la facturación, que se define como sea el número de toneladas métricas o el número de metros cúbicos, lo que sea mayor."
"A9","Tarifa","Unidad de cantidad expresada como una tasa para el uso de una instalación o servicio."
"A99","Bit","Unidad de información igual a un dígito binario."
"AA","Ball","Unidad de recuento para definir el número de bolas (ball: objeto formado en la forma de esfera)."
"AB","Paquete a granel","Unidad de recuento para definir el número de artículos por paquete a granel."
"ACT","Actividad","Unidad de recuento para definir el número de actividades (actividad: una unidad de trabajo o acción)."
"AD","Byte","Unidad de información igual a 8 bits."
"AH","Minuto adicional","Unidad de tiempo que define el número de minutos, además de los minutos referenciados."
"AI","Minuto y medio por llamada","Unidad de recuento para definir el número de minutos para el intervalo medio de una llamada."
"AL","Línea de acceso","Unidad de recuento para definir el número de líneas de acceso telefónico."
"AQ","Unidad del factir anti-hemofilico.","Unidad de medida para la potencia de la sangre (US)."
"AS","Variedad","Unidad de recuento para definir el número de surtidos (variedad: conjunto de elementos agrupados en una colección mixta)."
"ASM","Grado alcohólico en masa","Unidad de masa que define el grado alcohólico de un líquido."
"ASU","Grado alcohólico volumétrico","Unidad de volumen que define el grado alcohólico de un líquido (por ejemplo, alcohol, vino, cerveza, etc.), a menudo a una temperatura específica."
"AY","Montaje","Una unidad de recuento de definir el número de conjuntos (montaje: artículos que consisten de partes componentes)."
"B1","Barril (us) por día",
"B10","Bits por segundo","Unidad de información igual a un dígito binario por segundo."
"B17","Crédito","Unidad de recuento de definir el número de entradas realizadas en el haber de una cuenta."
"B19","Dígito","Unidad de información que define la cantidad de números utiliza para formar un número."
"B3","Libra de bateo","Unidad de masa que define el número de libras de fibra acolchada."
"B30","Gibibit","Unidad de información igual a 2³⁰ los bits (dígitos binarios)."
"B4","Barril, imperial","Unidad de volumen utilizado para medir cerveza. Un barril de cerveza es igual a 36 galones imperiales."
"B68","Gigabit","Unidad de información igual a 10⁹ los bits (dígitos binarios)."
"B7","Ciclo","Unidad de recuento de definir el número de ciclos (ciclo: un período recurrente de duración definida)."
"B80","Gigabit por segundo","Unidad de información igual a 10⁹ bits (dígitos binarios) por segundo."
"B82","Pulgadas por pie lineal","Unidad de longitud que define el número de pulgadas por pie lineal."
"BB","Caja base","Una unidad de área de 112 hojas de productos de estaño (placa de estaño, acero libre de estaño o placa negra) 14 por 20 pulgadas o 31,360 pulgadas cuadradas."
"BFT","Tablero de pies","Unidad de medida para el volumen de la madera en el Estados Unidos y Canadá . Es el volumen de una longitud de un pie de una placa de un pie de ancho y una pulgada de grosor."
"BIL","Billon","Sinonimo: Trillon en US."
"BP","Tabledo de cien pies",
"BPM","Latidos por minuto","El número de latidos por minuto."
"C0","Llamada","Una unidad de recuento de definir el número de llamadas (call: sesión de comunicación o de visita)."
"C21","Kibibit","Unidad de información igual a 2¹⁰ (1024) bits (dígitos binarios)."
"C37","Kilobits","Unidad de información igual a 10³(1000) bits (dígitos binarios)."
"C74","Kilobits por segundo","Unidad de información igual a 10 ³  (1000) bits (dígitos binarios) por segundo."
"C79","Kilovoltios horas amperios","Unidad de energía acumulada de 1000 amperios voltios durante un período de una hora."
"C9","Grupo bobinas","Unidad de conteo que define el número de grupos de bobinas (grupo bobina: grupos de elementos dispuestos por longitudes de los objetos colocados en una secuencia de círculos concéntricos unido)."
"CCT","Capacidad de carga en toneladas métricas","Unidad de masa que define la capacidad de carga, expresada como el número de toneladas métricas."
"CEN","Centenar","Una unidad de recuento de definir el número de unidades en múltiplos de 100."
"CG","Tarjeta","Unidad de conteo que define el número de unidades de la tarjeta (tarjeta: papel rígido grueso o cartón)."
"CLF","Cientos de hojas","Una unidad de recuento de definir el número de hojas, expresado en unidades de cien hojas."
"CNP","Cientos de paquetes","Unidad de recuento para definir el número de cientos de paquetes (cien paquete: conjunto de un centenar de artículos empaquetados juntos)."
"CNT","Cental (reino unido)","Una unidad de masa igual a cien  kilos (US)."
"CTG","Contenido en gramos","Unidad de masa que define el número de gramos de un elemento con nombre en un producto."
"CTM","Quilatage métrico","Es una unidad de masa igual a 200  mg y se utiliza para la medición de las piedras preciosas y perlas ."
"CTN","Tonelada de contenido (métrica)","Unidad de masa que define el número de toneladas métricas de un elemento con nombre en un producto."
"D03","Kilovatio hora por hora","Unidad de energía acumulada en mil vatios durante un período de una hora."
"D04","Lot [unidad de peso]","Unidad de peso igual a aproximadamente media onza o 15 gramos."
"D11","Mebibit","Una unidad de información igual a 2²⁰ (1048576) bits (dígitos binarios)."
"D23","Gramo pluma (proteína)","Unidad de recuento pata definir el número de gramos de aminoácidos  prescritos para la terapia parenteral y terapia enteral."
"D34","Tex","Enidad de medida utilizada para medir la densidad o la masa lineal de una fibra."
"D36","Megabit","unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s."
"D63","Libro","Unidad de recuento para definir el número de libros (libro: conjunto de elementos unidos entre sí o documento de un material escrito)."
"D65","Redondo","Unidad de recuento para definir el número de rondas (redondos: un objeto circular o cilíndrico)."
"D68","Número de palabras","Unidad de recuento para definir el número de palabras."
"D78","Megajoule por segundo","Unidad de energía acumulada igual a un millón de julios por segundo."
"DAD","Diez días","Unidad de tiempo que define el número de días en múltiplos de 10."
"DB","Libra seca","Unidad de masa que define el número de libras de un producto, sin tener en cuenta el contenido de agua del producto."
"DEC","Década","Unidad de recuento de definir el número de décadas (década: cantidad igual a 10 o tiempo igual a 10 años)."
"DMO","Kiloliter norma","Unidad de volumen que define el número de kilolitros de un producto a una temperatura de 15 grados centígrados, sobre todo en relación con los aceites de hidrocarburos."
"DPC","Docenas de piezas","Unidad de recuento para definir el número de piezas en múltiplos de 12 (pieza: un solo artículo, el artículo o ejemplar)."
"DPR","Docenas de pares","Unidad de recuento de definir el número de pares en múltiplos de 12 (par: ítem descrito por dos de)."
"DPT","Peso de desplazamiento","Unidad de masa que define el volumen de agua de mar de un barco desplaza, expresada como el número de toneladas."
"DRA","Dram (us)","Sinónimo: dracma (Reino Unido), dram Troy"
"DRI","Dram (reino unido)","Son las siglas de la voz inglesa Dynamic Random Access Memory, que significa memoria dinámica de acceso aleatorio (o RAM dinámica), para denominar a un tipo de tecnología de memoria RAM basada en condensadores, los cuales pierden su carga progresivamente,"
"DRL","Docena de rodillos","Unidad de recuento de definir el número de rollos, expresado en doce unidades de rodillos."
"DT","Tonelada seca","Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto."
"DWT","Pennyweight","La unidad obsoleta pennyweight era Unidad de masa utilizada en el Reino Unido antes de 1971. Se consideraba equivalente a la masa de un penique, y equivale a la 1/240 parte de una libra troy. Se abrevia pwt."
"DZN","Docena","Unidad de recuento de definir el número de unidades en múltiplos de 12."
"DZP","Docena de paquete","Unidad de conteo que define el número de paquetes en múltiplos de 12 (paquete: unidad de embalaje estándar)."
"E07","Megawatt hora por hora","Unidad de energía acumulado de un millón de vatios durante un período de una hora."
"E08","Megavatios por hertz","Unidad de energía expresada como el cambio de carga en millones de watts que provocará un desplazamiento de frecuencia de un hertz."
"E10","Día de grado","Unidad de medida utilizada en la meteorología y la ingeniería para medir la demanda de calentamiento o enfriamiento durante un período determinado de días."
"E12","Mille","Unidad de recuento de definir el número de cigarrillos en unidades de 1.000."
"E16","Millón de btu (ti) por hora","Unidad de potencia igual a un millón de unidades térmicas británicas por hora."
"E17","Pie cúbico por segundo","Unidad de volumen igual a un pie cúbico pasa por un punto dado en un periodo de un segundo."
"E19","Ping","Unidad de área equivalente a 3,3 metros cuadrados."
"E20","Megabit por segundo","Unidad de información igual a 10 ⁶  (1000000) bits (dígitos binarios) por segundo."
"E21","Shares","Unidad de recuento para definir el número de acciones (proporción: un total o una parte de las partes en que se divide el capital de una entidad comercial)."
"E22","Tue","Unidad de recuento para definir el número de unidades equivalentes a veinte pies (TEU) como una medida de la capacidad de carga en contenedores."
"E23","Neumático","Unidad de recuento de definir el número de neumáticos (una cubierta sólida o llena de aire colocado alrededor de una llanta de rueda para formar un contacto suave con la carretera, absorber los golpes y proporcionar tracción)."
"E25","Unidad activa","Unidad de conteo que define el número de unidades activas dentro de una sustancia."
"E27","Dosis","Unidad de recuento de definir el número de dosis (dosis: una cantidad definida de un medicamento o fármaco)."
"E28","Tonelada seca de aire","Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto."
"E30","Hebra","Unidad de recuento de definir el número de hebras (hebra: de largo,, flexible, solo hilo delgado, tiras de fibra, filamento constituyente o múltiplos de la misma, trenzados entre sí)."
"E31","Metro cuadrado por litro","Unidad de recuento de definir el número de metros cuadrados por litro."
"E32","Litros por hora","Unidad de recuento de definir el número de litros por hora."
"E33","Por mil pies","Unidad de recuento de definir el número de pies por mil unidades."
"E34","Gigabyte","Unidad de información igual a 10⁹ bytes."
"E35","Terabyte","Unidad de información igual a 10¹² bytes."
"E36","Petabyte","Unidad de información igual a 10¹⁵ bytes."
"E37","Pixel","Unidad de recuento de definir el número de píxeles (píxel: elemento de imagen)."
"E38","Megapíxeles","Unidad de recuento igual a 10 $ ⁶ $ (1000000) píxeles (elementos de imagen)."
"E39","Puntos por pulgada","Unidad de información que define el número de puntos por pulgada lineal como una medida de la resolución o nitidez de una imagen gráfica."
"E4","Kilo bruto","Unidad de masa que define el número total de kilogramos antes de las deducciones."
"E40","Parte por cien mil","Unidad de proporción igual a 10⁻⁵."
"E44","Metros kilogramo-fuerza por centímetro cuadrado","Unidad de torsión que define el medidor de par kilogramo-fuerza por centímetro cuadrado."
"E46","Kilovatio hora por metro cúbico","Unidad de consumo de energía expresada como kilovatio hora por metro cúbico."
"E47","Kilovatio hora por kelvin","Unidad de consumo de energía expresada como kilovatio hora por kelvin."
"E48","Unidad de servicio","Unidad de conteo que define el número de unidades de servicio (unidad de servicio: definido período / propiedad / centro / utilidad de alimentación)."
"E49","Día de trabajo","Unidad de recuento de definir el número de días de trabajo (jornada de trabajo: un día en el que se lleva a cabo normalmente un trabajo)."
"E50","Unidad de cuenta","Unidad de recuento de definir el número de unidades de contabilidad."
"E51","Trabajo","Unidad de recuento de definir el número de puestos de trabajo."
"E52","Run foot","Unidad de conteo para definir la distancia (en la unidad Pie) que se dan en una carrera)."
"E53","Prueba","Unidad de recuento de definir el número de pruebas."
"E54","Viaje","Unidad de recuento de definir el número de viajes."
"E55","Utilizar","Unidad de recuento de definir el número de veces que se utiliza un objeto."
"E56","Bien","Unidad de recuento de definir el número de pozos."
"E57","Zona","Unidad de conteo que define el número de zonas."
"E58","Exabit por segundo","Unidad de información igual a 10¹⁸ bits (dígitos binarios) por segundo."
"E59","Exbibyte","Unidad de información igual a 2⁶⁰ bytes."
"E60","Pebibyte","Unidad de información igual a 2⁵⁰ bytes."
"E61","Tebibyte","Unidad de información igual a 2⁴⁰ bytes."
"E62","Gibibyte","Unidad de información igual a 2³⁰ bytes."
"E63","Mebibyte","Unidad de información igual a 2²⁰ bytes."
"E64","Kibibyte","Unidad de información igual a 2¹⁰ bytes."
"E65","Exbibit por metro","Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro."
"E66","Exbibit por metro cuadrado","Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cuadrado."
"E67","Exbibit por metro cúbico","Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cúbico."
"E68","Gigabyte por segundo","Unidad de información igual a 10⁹ bytes por segundo."
"E69","Gibibit por metro","Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro."
"E70","Gibibit por metro cuadrado","Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cuadrado."
"E71","Gibibit por metro cúbico","Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cúbico."
"E72","Kibibit por metro","Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro."
"E73","Kibibit por metro cuadrado","Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cuadrado."
"E74","Kikibit por metro cubico."," Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cúbico."
"E75","Mebbit por metro."," Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro."
"E76","Mebbitt por metro cuadrado."," Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cuadrado."
"E77","Mebbit por metro cubico. "," Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cúbico."
"E78","Petabit"," Unidad de información igual a 10¹⁵ los bits (dígitos binarios)."
"E79","Pebibit por segundo."," Unidad de información igual a 10¹⁵ bits (dígitos binarios) por segundo."
"E80","Pebibit por metro.","Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro."
"E81","Pebibit por metro cuadrado."," Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cuadrado."
"E82","Pebibit por metro cubico."," Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cúbico."
"E83","Tebibit."," Unidad de información igual a 10¹² los bits (dígitos binarios)."
"E84","Tebibit por segundo"," Unidad de información igual a 10¹² bits (dígitos binarios) por segundo."
"E85","Tebibit por metro."," Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro."
"E86","Tebibit por metro cubico."," Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cúbico."
"E87","Tebibit por metro cuadrado"," Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cuadrado."
"E88","Bit por metro","Unidad de información igual a 1 bit (dígito binario) por metro."
"E89","Bit por metro cuadrado"," Unidad de información igual a 1 bit (dígito binario) por metro cuadrado."
"E90","Centímetro recíproco",
"E91","Día recíproco",
"EA","Pieza","Unidad de conteo que define el número de elementos considerados como unidades separadas."
"EB","Casilla de correo electrónico","Es el destino al que correo electrónico se entregan los mensajes. Es el equivalente de un buzón en el sistema postal."
"EQ","Galón equivalente","Unidad de volumen que define el número de galones de producto producido a partir de concentrado."
"F01","Bit por metro cúbico","Unidad de información igual a 1 bit (dígito binario) por metro cúbico."
"FBM","Medidor de fibra","Unidad de longitud que define el número de metros de fibra individual."
"FC","Mil pies cúbicos","Unidad de volumen igual a mil pies cúbicos."
"FF","Cien metros cúbicos","Unidad de volumen igual a cien metros cúbicos."
"FIT","Fallas en el tiempo","Unidad de conteo que define el número de fallos que se pueden esperar en un intervalo de tiempo especificado. Las tasas de fallo de los componentes semiconductores se especifican a menudo como FIT (fallas en la unidad de tiempo) donde 1 FIT = 10?? / h."
"FL","Flake ton","Unidad de masa que define el número de toneladas de una sustancia en copos (escamas: un pequeño fragmento plano)."
"GB","Galón (us) por día",
"GDW","Gramo, peso seco","Unidad de masa que define el número de gramos de un producto, sin tener en cuenta el contenido de agua del producto."
"GFI","Gramo de isótopo fisible","Unidad de masa que define el número de gramos de un isótopo fisible (isótopo fisible: un isótopo cuyo núcleo es capaz de ser dividido cuando se irradia con neutrones de baja energía)."
"GGR","Grandioso","Unidad de cuenta que define el número de unidades en múltiplos de 1728 (12 x 12 x 12)."
"GIA","Gill (us)","Es Unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el Reino Unido es de 5 onzas líquidas, y es equivalente a 142,0653125 ml; mientras que en los EE.UU. es de 4 onzas líquidas, y es equivalente a 118,2"
"GIC","Gramo, incluido el contenedor","Unidad de masa que define el número de gramos de un producto, incluyendo su recipiente."
"GII","Gill (uk)","Es Unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el Reino Unido es de 5 onzas líquidas, y es equivalente a 142.0653125 ml; mientras que en los EE.UU. es de 4 onzas líquidas, y es equivalente a 118.2"
"GIP","Grama, incluido el embalaje interior","Unidad de masa que define el número de gramos de un producto, incluyendo sus materiales de envasado interior."
"GRO","Gross","Unidad de conteo que define el número de unidades en múltiplos de 144 (12 x 12)."
"H21","Blanco","Unidad de conteo que define el número de blancos"
"H25","Por ciento por kelvin","Unidad de proporción, igual a 0,01, en relación con la unidad de base SI Kelvin."
"H71","Por ciento al mes","Unidad de proporción, igual a 0,01, en relación a un mes."
"H72","Por ciento por hectobar","Unidad de proporción, igual a 0,01, en relación con 100 veces la barra unitaria"
"H73","Por ciento por decakelvin","Unidad de proporción, igual a 0,01, en relación con 10 veces la unidad de base SI Kelvin"
"H77","Anchura del módulo","Unidad de medida utilizada para describir la anchura de los conjuntos electrónicos como una norma de instalación o una dimensión de montaje."
"H80","Unidad de bastidor","Unidad de medida utilizada para describir la altura en unidades de bastidor del equipo destinado a ser montado en un bastidor de 19 pulgadas o un bastidor de 23 pulgadas. Unidad de bastidor tiene 1,45 pulgadas (44,45 mm) de alto."
"H82","Punto grande","Unidad de longitud que define el número de puntos grandes (punto grande: el software de Adobe (EE.UU.) define el punto grande a ser exactamente 1/72 de pulgada (0,013 888 9 pulgadas o 0,352 777 8 milímetros)"
"H87","Pieza","Unidad de conteo que define el número de piezas (pieza: un solo artículo, artículo o ejemplar)."
"H89","Por ciento por ohmio","Unidad de proporción, igual a 0,01, en relación con un ángulo de un grado."
"H90","Porcentaje por grado","Unidad de proporción, igual a 0,01, en relación a múltiplos de diez mil."
"H91","Por ciento por cada diez mil","Unidad de proporción, igual a 0,01, en relación a múltiplos de cien mil."
"H92","Ciento por cien mil","Unidad de proporción, igual a 0,01, en relación a múltiplos de cien."
"H93","Porcentaje por cien","Unidad de proporción, igual a 0,01, en relación a múltiplos de mil."
"H94","Por ciento por mil","Unidad de proporción, igual a 0,01, en relación con la unidad derivada de SI volt."
"H95","Por ciento por volt","Unidad de proporción, igual a 0,01, en relación con una presión atmosférica de una barra."
"H96","Tanto por ciento por bar","Unidad de proporción, igual a 0,01, en relación con una presión atmosférica de una barra."
"H98","Por ciento por pulgada","Unidad de proporción, igual a 0,01, en relación a una pulgada."
"H99","Por ciento por metro","Unidad de proporción, igual a 0,01, en relación con un metro."
"HA","Madeja","Unidad de longitud, típicamente para el hilado."
"HBX","Cien cajas","Unidad de conteo que define el número de cajas en múltiplos de cien unidades de caja."
"HC","Cien cuentos","Unidad de cuenta que define el número de unidades contadas en múltiplos de 100."
"HDW","Cien kilogramos, peso seco","Unidad de masa que define el número de cien kilogramos de un producto, sin tener en cuenta el contenido de agua del producto."
"HEA","Cabeza","Unidad de conteo que define el número de cabezas (cabeza: persona o animal considerada como un número."
"HH","Cien pies cúbicos","Unidad de volumen igual a cien pies cúbicos."
"HIU","Unidad internacional de cien","Unidad de cuenta que define el número de unidades internacionales en múltiplos de 100."
"HKM","Cien kilogramos, masa neta","Unidad de masa que define el número de cientos de kilogramos de un producto, después de las deducciones."
"HMQ","Millones de metros cúbicos","Unidad de volumen igual a un millón de metros cúbicos."
"HPA","Hectolitro de alcohol puro","Unidad de volumen igual a cien litros de alcohol puro."
"IE","Persona","Unidad de conteo que define el número de personas."
"ISD","Grado internacional de azúcar","Unidad de medida que define el contenido de azúcar de una solución, expresada en grados."
"J10","Por ciento por milímetro","Unidad de proporción, igual a 0,01, en relación a un milímetro."
"J12","Por mille por psi","Unidad de presión igual a una milésima de psi (libra-fuerza por pulgada cuadrada)."
"J13","Grado api","Unidad de densidad relativa como una medida de cuán pesado o ligero es un líquido de petróleo comparado con agua (API: American Petroleum Institute)."
"J14","Grado baume (escala de origen)","Unidad tradicional de densidad relativa para líquidos. Nombrado en honor de Antoine Baumé."
"J15","Grado baume (us pesado)","Unidad de densidad relativa para líquidos más pesados que el agua."
"J16","Grado baume (luz de los eeuu)","Unidad de densidad relativa para líquidos más ligeros que el agua."
"J17","Grado balling","Unidad de densidad como medida del contenido de azúcar, especialmente de mosto de cerveza. Nombrado en honor de Karl Balling."
"J18","Grado brix","Unidad de proporcion utilizada para medir la proporcion de masa de azúcar disuelta a agua de un líquido. Nombrado en honor de Adolf Brix"
"J27","Grado oechsle","Unidad de densidad como medida del contenido de azúcar de mosto, el licor no fermentado del que se elabora el vino. Nombrado en honor de Ferdinand Oechsle."
"J31","Grado twaddel.","Unidad de densidad para líquidos que son más pesados que el agua. 1 grado Twaddle representa una diferencia en gravedad específica de 0,005."
"J38","Baud","Es Unidad de medida utilizada en telecomunicaciones, que representa el número de símbolos por segundo en un medio de transmisión digital.1 Cada símbolo puede comprender 1 o más bits, dependiendo del esquema de modulación."
"J54","Megabaud","Unidad de velocidad de transmisión de señal igual a 106 (1000000) eventos de señalización por segundo."
"JNT","Junta de tubería","Un recuento del número de juntas de la tubería."
"JPS","Cien metros","Unidad de conteo que define el número de longitudes de 100 metros."
"JWL","Número de joyas","Unidad de cuenta que define el número de joyas (joya: piedra preciosa)."
"K1","Demanda de kilowatt","Unidad de medida que define la carga de potencia medida a intervalos predeterminados."
"K2","Kilovoltios amperios demanda reactiva","Unidad de medida que define la demanda de potencia reactiva igual a un kilovoltio de potencia reactiva."
"K3","Kilovolt ampere hora reactivo","Unidad de medida que define la energía reactiva acumulada igual a un kilovoltio de potencia reactiva por hora."
"K50","Kilobaud","Unidad de velocidad de transmisión de señal igual a 10³ (1000) eventos de señalización por segundo."
"KA","Pastel","Unidad de conteo que define el número de pasteles (torta: objeto en forma de una masa plana y compacta)."
"KB","Kilogramo","Unidad de información igual a 10³ (1000) caracteres."
"KCC","Kilogramo de cloruro de colina","Unidad de masa igual a mil gramos de cloruro de colina."
"KDW","Kilogramo de peso neto drenado","Unidad de masa que define el número neto de kilogramos de un producto, sin tener en cuenta el contenido líquido del producto."
"KHY","Kilogramo de peróxido de hidrógeno","Unidad de masa igual a mil gramos de peróxido de hidrógeno."
"KI","Kilogramo por milímetro de ancho",
"KIC","Kilogramo, incluyendo el contenedor","Unidad de masa que define el número de kilogramos de un producto, incluido su contenedor."
"KIP","Kilogramo, incluyendo el empaquetado interno","Unidad de masa que define el número de kilogramos de un producto, incluyendo sus materiales de embalaje internos."
"KJ","Kilosegmento","Unidad de información igual a 10³ (1000) segmentos."
"KLK","Porcentaje de material seco láctico","Unidad de proporción que define el porcentaje de material láctico seco en un producto."
"KMA","Kilogramo de metilamina","Unidad de masa igual a mil gramos de metilamina."
"KNI","Kilogramo de nitrógeno","Unidad de masa igual a mil gramos de nitrógeno."
"KNS","Kilogram sustancia nombrada","Unidad de masa igual a un kilogramo de una sustancia llamada."
"KO","Miliequivalentes de potasa cáustica por gramo de producto","Unidad de conteo que define el número de miligramos de hidróxido de potasio por gramo de producto como una medida de la concentración de hidróxido de potasio en el producto."
"KPH","Kilogramo de hidróxido de potasio (potasa cáustica)","Unidad de masa igual a mil gramos de hidróxido de potasio (potasa cáustica)."
"KPO","Kilogramo de óxido de potasio","Unidad de masa igual a mil gramos de óxido de potasio."
"KPP","Kilogramo de pentóxido de fósforo (anhídrido fosfórico)","Unidad de masa igual a mil gramos de anhídrido fosfórico de pentóxido de fósforo."
"KSD","Kilogramo de sustancia 90% seco","Unidad de masa igual a mil gramos de una sustancia llamada 90% seca."
"KSH","Kilogramo de hidróxido de sodio (sodio cáustica)","Unidad de masa igual a mil gramos de hidróxido sódico (sosa cáustica)."
"KT","Kit","Unidad de conteo que define el número de kits (kit: bañera, barril o cubo)."
"KUR","Kilogramo de uranio","Unidad de masa igual a mil gramos de uranio."
"KWO","Kilogramo de trióxido de tungsteno","A unit of mass equal to one thousand grams of tungsten trioxide."
"LAC","Porcentaje de exceso de lactosa","Unidad de proporción que define el porcentaje de lactosa en un producto que excede un nivel de porcentaje definido."
"LBT","Troy pound",
"LEF","Hoja","Unidad de conteo que define el número de hojas."
"LF","Pie lineal","Unidad de conteo que define el número de pies (12 pulgadas) de longitud de un objeto de ancho uniforme."
"LH","Hora de trabajo","Unidad de tiempo que define el número de horas de trabajo."
"LK","Enlazar","Unidad de distancia igual a 0.01 cadena."
"LM","Metro lineal","Unidad de conteo que define el número de metros de longitud de un objeto de ancho uniforme."
"LN","Longitud","Unidad de distancia que define la extensión lineal de un elemento medido de extremo a extremo."
"LO","Lote [unidad de adquisición]","Unidad de conteo que define el número de lotes (lote: una colección de artículos asociados)."
"LP","Libra líquida","Unidad de masa que define el número de libras de una sustancia líquida."
"LPA","Litro de alcohol puro","Unidad de volumen igual a un litro de alcohol puro."
"LR","Capa ","Unidad de conteo que define el número de capas."
"LS","Suma global","Unidad de conteo que define el número de cantidades monetarias completas o completas."
"LUB","Tonelada métrica, aceite lubricante","Unidad de masa que define el número de toneladas métricas de aceite lubricante."
"LY","Yarda lineal","Unidad de conteo que define el número de unidades de 36 pulgadas en longitud de un objeto de ancho uniforme."
